id,text,entities,relations
14081,The SLUB campaign also exploited and used GNUBoard websites as part of the infrastructure.,"[{'end_offset': 17, 'id': 48160, 'label': 'campaign', 'start_offset': 4}, {'end_offset': 51, 'id': 48161, 'label': 'SOFTWARE', 'start_offset': 42}]","[{'from_id': 48160, 'id': 389, 'to_id': 48161, 'type': 'exploits'}]"
4450,"Our Threat Analysis Group, or TAG, is dedicated to protecting users from threats posed by state-sponsored malware attacks and other advanced persistent threats.","[{'end_offset': 25, 'id': 50226, 'label': 'identity', 'start_offset': 4}, {'end_offset': 33, 'id': 50227, 'label': 'identity', 'start_offset': 30}]","[{'from_id': 50227, 'id': 932, 'to_id': 50226, 'type': 'duplicate-of'}]"
4369, Trojan.W97M.CONFUCIUS.B  654c7021a4482da21e149ded58643b279ffbce66badf1a0a7fc3551acd607312  Trojan.W97M.CONFUCIUS.C  712172b5b1895bbfcced961a83baa448e26e93e301be407e6b9dc8cb6526277f  Trojan.Win32.DLOADR.TIOIBELQ,"[{'end_offset': 90, 'id': 13099, 'label': 'hash', 'start_offset': 26}, {'end_offset': 181, 'id': 13100, 'label': 'hash', 'start_offset': 117}, {'end_offset': 24, 'id': 50154, 'label': 'malware', 'start_offset': 1}, {'end_offset': 115, 'id': 50155, 'label': 'malware', 'start_offset': 92}, {'end_offset': 211, 'id': 50156, 'label': 'malware', 'start_offset': 183}]","[{'from_id': 13099, 'id': 922, 'to_id': 50154, 'type': 'indicates'}, {'from_id': 13100, 'id': 923, 'to_id': 50155, 'type': 'indicates'}]"
1572," As detailed below, Bad Rabbit gains initial entry by posing as an Adobe Flash update.","[{'end_offset': 30, 'id': 45062, 'label': 'malware', 'start_offset': 20}, {'end_offset': 78, 'id': 45063, 'label': 'SOFTWARE', 'start_offset': 67}]","[{'from_id': 45062, 'id': 240, 'to_id': 45063, 'type': 'related-to'}]"
13602,"The Gh0st RAT samples related to this campaign are obfuscated executable files, which decrypt the main payload in memory and execute its main export function named “Shellex.”      Figure","[{'end_offset': 172, 'id': 51695, 'label': 'FILEPATH', 'start_offset': 165}, {'end_offset': 13, 'id': 51694, 'label': 'malware', 'start_offset': 4}]","[{'from_id': 51694, 'id': 1135, 'to_id': 51695, 'type': 'related-to'}]"
1893,The link between Bahamut and Urpage can be best discussed by way of the multiple malicious Android samples that matched Bahamut's code and had C&C belonging to the Urpage infrastructure.,"[{'end_offset': 146, 'id': 45170, 'label': 'Infrastucture', 'start_offset': 143}, {'end_offset': 128, 'id': 45167, 'label': 'threat-actor', 'start_offset': 120}, {'end_offset': 24, 'id': 5570, 'label': 'threat-actor', 'start_offset': 17}, {'end_offset': 35, 'id': 5572, 'label': 'threat-actor', 'start_offset': 29}, {'end_offset': 170, 'id': 5578, 'label': 'threat-actor', 'start_offset': 164}, {'end_offset': 106, 'id': 47025, 'label': 'SOFTWARE', 'start_offset': 91}]","[{'from_id': 5570, 'id': 289, 'to_id': 5572, 'type': 'related-to'}]"
3753," The exception to this is Enemybot, a currently prevalent botnet built with bits of code from both Gafgyt and Mirai source code.","[{'end_offset': 115, 'id': 49584, 'label': 'malware', 'start_offset': 110}, {'end_offset': 34, 'id': 49582, 'label': 'malware', 'start_offset': 26}, {'end_offset': 105, 'id': 49583, 'label': 'malware', 'start_offset': 99}]","[{'from_id': 49582, 'id': 835, 'to_id': 49583, 'type': 'variant-of'}, {'from_id': 49582, 'id': 836, 'to_id': 49584, 'type': 'variant-of'}]"
329,"The attacker holds the key necessary to decrypt the files unless the victim agrees to pay a $500 ransom.  Unlike previous versions of CryptoWall, 2.0 communicates with its command and control (C2) server through the Tor anonymization network.","[{'end_offset': 149, 'id': 46021, 'label': 'malware', 'start_offset': 134}, {'end_offset': 219, 'id': 46022, 'label': 'tools', 'start_offset': 216}, {'end_offset': 203, 'id': 46023, 'label': 'Infrastucture', 'start_offset': 172}]","[{'from_id': 46021, 'id': 145, 'to_id': 46022, 'type': 'uses'}, {'from_id': 46021, 'id': 144, 'to_id': 46023, 'type': 'beacons-to'}]"
338,"If these domains are confiscated or otherwise shut down, CryptoWall instructs the user to download the Tor Browser and access a website (paytordmbdekmizq.onion) that is only accessible over the Tor network.  Unlikely some of it’s more flexible competition, CryptoWall only accepts ransom in the form of BitCoin.","[{'end_offset': 67, 'id': 46026, 'label': 'malware', 'start_offset': 57}, {'end_offset': 114, 'id': 46027, 'label': 'tools', 'start_offset': 103}, {'end_offset': 159, 'id': 46028, 'label': 'url', 'start_offset': 137}, {'end_offset': 205, 'id': 46029, 'label': 'SOFTWARE', 'start_offset': 194}, {'end_offset': 310, 'id': 46031, 'label': 'SOFTWARE', 'start_offset': 303}, {'end_offset': 267, 'id': 46030, 'label': 'malware', 'start_offset': 257}]","[{'from_id': 46026, 'id': 149, 'to_id': 46027, 'type': 'related-to'}, {'from_id': 46026, 'id': 150, 'to_id': 46028, 'type': 'related-to'}]"
2059,"That being said, when looking at the HTML source code of the site, we discovered a couple of references to the user observed before – x4kme – and other aliases such as uKn0wn, which was observed in the HelloXD ransomware samples.","[{'end_offset': 174, 'id': 47152, 'label': 'identity', 'start_offset': 168}, {'end_offset': 139, 'id': 47150, 'label': 'identity', 'start_offset': 134}, {'end_offset': 209, 'id': 47151, 'label': 'malware', 'start_offset': 202}]","[{'from_id': 47150, 'id': 308, 'to_id': 47152, 'type': 'duplicate-of'}]"
350," To protect against CryptoWall 2.0 we recommend taking the following actions:  Adobe Reader Embedded BMP Parsing Integer Overflow Vulnerability  CVE-2014-0556  Sign up to receive the latest news, cyber threat intelligence and research from us  Please enter your email address!","[{'end_offset': 91, 'id': 46038, 'label': 'SOFTWARE', 'start_offset': 79}, {'end_offset': 158, 'id': 46039, 'label': 'vulnerability', 'start_offset': 145}, {'end_offset': 34, 'id': 46037, 'label': 'malware', 'start_offset': 20}, {'end_offset': 143, 'id': 46041, 'label': 'vulnerability', 'start_offset': 92}]","[{'from_id': 46037, 'id': 152, 'to_id': 46039, 'type': 'exploits'}]"
3454,"Blackgear (also known as Topgear and Comnie) is a cyberespionage campaign dating back to 2008, at least based on the Protux backdoor used by its operators.","[{'end_offset': 9, 'id': 49232, 'label': 'campaign', 'start_offset': 0}, {'end_offset': 32, 'id': 49233, 'label': 'campaign', 'start_offset': 25}, {'end_offset': 43, 'id': 49234, 'label': 'campaign', 'start_offset': 37}, {'end_offset': 93, 'id': 49235, 'label': 'TIME', 'start_offset': 89}, {'end_offset': 132, 'id': 49236, 'label': 'malware', 'start_offset': 117}]","[{'from_id': 49233, 'id': 761, 'to_id': 49232, 'type': 'duplicate-of'}, {'from_id': 49234, 'id': 762, 'to_id': 49232, 'type': 'duplicate-of'}]"
1790,"The ADSS exploit abusing CVE-2021-40539     Due to the lack of network traffic details, we could not identify the exact CVE ID of the security gap the attacker used.","[{'end_offset': 39, 'id': 46921, 'label': 'vulnerability', 'start_offset': 25}, {'end_offset': 8, 'id': 46922, 'label': 'malware', 'start_offset': 4}]","[{'from_id': 46922, 'id': 261, 'to_id': 46921, 'type': 'exploits'}]"
3174,"In addition, the attack misuses the object storage service (OSS) of Alibaba Cloud (Aliyun) to host the BIOPASS RAT Python scripts as well as to store the exfiltrated data from victims.","[{'end_offset': 114, 'id': 48300, 'label': 'malware', 'start_offset': 103}, {'end_offset': 90, 'id': 48299, 'label': 'Infrastucture', 'start_offset': 68}]","[{'from_id': 48299, 'id': 401, 'to_id': 48300, 'type': 'hosts'}]"
13919,"The actors behind Darkside have stated that they avoid targeting companies in certain industries, including healthcare, education, the public sector, and the nonprofit sector.","[{'end_offset': 27, 'id': 48741, 'label': 'malware', 'start_offset': 18}, {'end_offset': 10, 'id': 48744, 'label': 'identity', 'start_offset': 0}]","[{'from_id': 48741, 'id': 451, 'to_id': 48744, 'type': 'attributed-to'}]"
187,"On Feb. 23, a new variant of wiper malware named HermeticWiper was discovered in Ukraine.","[{'end_offset': 34, 'id': 591, 'label': 'malware', 'start_offset': 29}, {'end_offset': 10, 'id': 45853, 'label': 'TIME', 'start_offset': 3}, {'end_offset': 62, 'id': 45855, 'label': 'malware', 'start_offset': 49}, {'end_offset': 88, 'id': 45854, 'label': 'location', 'start_offset': 81}]","[{'from_id': 45855, 'id': 123, 'to_id': 591, 'type': 'variant-of'}, {'from_id': 45855, 'id': 124, 'to_id': 45854, 'type': 'targets'}]"
3345,3.      We found an interesting Cobalt Strike loader (a7e9e2bec3ad283a9a0b130034e822c8b6dfd26dda855f883a3a4ff785514f97) that embeds a URL that leads to the BIOPASS RAT loader.,"[{'end_offset': 118, 'id': 10125, 'label': 'hash', 'start_offset': 54}, {'end_offset': 167, 'id': 10126, 'label': 'malware', 'start_offset': 156}, {'end_offset': 45, 'id': 48957, 'label': 'tools', 'start_offset': 32}]","[{'from_id': 10125, 'id': 509, 'to_id': 48957, 'type': 'indicates'}, {'from_id': 10125, 'id': 510, 'to_id': 10126, 'type': 'drops'}]"
3396,BIOPASS RAT Loader  Backdoor.Win64.BIOPASS.A  6a0976e5f9d07ff3d80fa2958976183758ba5fcdd4645e391614a347b4b8e64b  f0b96efe2f714e7bddf76cc90a8b8c88_se.exe  ,"[{'end_offset': 11, 'id': 10254, 'label': 'malware', 'start_offset': 0}, {'end_offset': 110, 'id': 10255, 'label': 'hash', 'start_offset': 46}, {'end_offset': 151, 'id': 10256, 'label': 'FILEPATH', 'start_offset': 112}, {'end_offset': 44, 'id': 49057, 'label': 'malware', 'start_offset': 20}]","[{'from_id': 10254, 'id': 620, 'to_id': 49057, 'type': 'duplicate-of'}, {'from_id': 10256, 'id': 621, 'to_id': 10255, 'type': 'duplicate-of'}, {'from_id': 10256, 'id': 622, 'to_id': 49057, 'type': 'indicates'}, {'from_id': 10255, 'id': 623, 'to_id': 49057, 'type': 'indicates'}]"
4569,"We assess this actor is a former initial ransomware access broker who previously worked with the Conti ransomware group distributing the IcedID banking trojan based on overlaps in infrastructure, tools used in previous campaigns, and a unique cryptor.","[{'end_offset': 102, 'id': 50405, 'label': 'threat-actor', 'start_offset': 97}, {'end_offset': 158, 'id': 50406, 'label': 'malware', 'start_offset': 137}]","[{'from_id': 50405, 'id': 961, 'to_id': 50406, 'type': 'uses'}]"
2488,"The signature triggered on the creation of the webshell files, of which we observed the following file written:  /usr/local/tomcat/work/Catalina/localhost/ROOT/org/apache/jsp/shell_jsp.java /usr/local/tomcat/webapps/ROOT/shell_.jsp  SpringShell is officially assigned CVE-2022-22965, and the patch was released on March 31, 2022.","[{'end_offset': 231, 'id': 47567, 'label': 'FILEPATH', 'start_offset': 190}, {'end_offset': 282, 'id': 47568, 'label': 'vulnerability', 'start_offset': 268}, {'end_offset': 244, 'id': 47570, 'label': 'vulnerability', 'start_offset': 233}, {'end_offset': 189, 'id': 47566, 'label': 'FILEPATH', 'start_offset': 113}, {'end_offset': 328, 'id': 47569, 'label': 'TIME', 'start_offset': 314}, {'end_offset': 55, 'id': 47571, 'label': 'attack-pattern', 'start_offset': 47}]","[{'from_id': 47570, 'id': 337, 'to_id': 47568, 'type': 'related-to'}, {'from_id': 47570, 'id': 339, 'to_id': 47567, 'type': 'consists-of'}, {'from_id': 47570, 'id': 340, 'to_id': 47566, 'type': 'consists-of'}]"
13615,"Here, svchost.exe (renamed legitimate and signed Launcher.exe file from Tencent) sideloads Utility.dll (patched legitimate file).","[{'end_offset': 61, 'id': 51704, 'label': 'FILEPATH', 'start_offset': 49}, {'end_offset': 102, 'id': 51705, 'label': 'FILEPATH', 'start_offset': 91}, {'end_offset': 17, 'id': 51703, 'label': 'FILEPATH', 'start_offset': 6}]","[{'from_id': 51703, 'id': 1138, 'to_id': 51705, 'type': 'related-to'}, {'from_id': 51703, 'id': 1139, 'to_id': 51704, 'type': 'related-to'}]"
2681," The LockBit group claimed that LockBit 2.0 is “the fastest encryption software all over the world” and provided a comparative table showing the encryption speed of various ransomware samples.  LockBit 2.0 also contains a self-spreading feature, clears logs and can print the ransom note on network printers until the paper runs out.  A management panel that affiliates can use to manage victims and affiliate accounts, generate new ransomware builds and generate the decryptor if the demanded ransom is paid also exists.","[{'end_offset': 12, 'id': 47888, 'label': 'threat-actor', 'start_offset': 5}, {'end_offset': 43, 'id': 47889, 'label': 'malware', 'start_offset': 32}, {'end_offset': 205, 'id': 47890, 'label': 'threat-actor', 'start_offset': 194}]","[{'from_id': 47889, 'id': 367, 'to_id': 47888, 'type': 'authored-by'}]"
13640,"A series of ongoing business email compromise (BEC) campaigns that uses spear-phishing schemes on Office 365 accounts has been seen targeting business executives of over 1,000 companies across the world since March 2020.","[{'end_offset': 86, 'id': 51722, 'label': 'attack-pattern', 'start_offset': 72}, {'end_offset': 117, 'id': 51723, 'label': 'SOFTWARE', 'start_offset': 98}, {'end_offset': 219, 'id': 51724, 'label': 'TIME', 'start_offset': 203}, {'end_offset': 161, 'id': 51725, 'label': 'identity', 'start_offset': 142}, {'end_offset': 61, 'id': 51726, 'label': 'campaign', 'start_offset': 20}]","[{'from_id': 51726, 'id': 1142, 'to_id': 51722, 'type': 'uses'}, {'from_id': 51726, 'id': 1143, 'to_id': 51725, 'type': 'targets'}, {'from_id': 51726, 'id': 1144, 'to_id': 51724, 'type': 'related-to'}]"
4596,   CVE-2021-26855: Microsoft Exchange Server Remote Code Execution Vulnerability (pre-authenticated Server-Side Request Forgery [SSRF]) CVE-2021-27065: Microsoft Exchange Server Remote Code Execution Vulnerability (post-authenticated Arbitrary File Write)         Fig - MS Exchange Client Access Protocol Architecture     The Client Access services (Outlook Web App portal) proxies the incoming connections to the Backend services.,"[{'end_offset': 17, 'id': 50475, 'label': 'vulnerability', 'start_offset': 3}, {'end_offset': 213, 'id': 50478, 'label': 'vulnerability', 'start_offset': 152}, {'end_offset': 80, 'id': 50476, 'label': 'vulnerability', 'start_offset': 19}, {'end_offset': 150, 'id': 50477, 'label': 'vulnerability', 'start_offset': 136}]","[{'from_id': 50476, 'id': 977, 'to_id': 50475, 'type': 'duplicate-of'}, {'from_id': 50478, 'id': 978, 'to_id': 50477, 'type': 'duplicate-of'}]"
13576,"If the victim enters the credential in the fake form and clicks anywhere on the page, the script will take the credentials, encode them using base64, replace some characters with custom substrings, and then upload these to Water Pamola’s server.       Figure 4.","[{'end_offset': 244, 'id': 51656, 'label': 'Infrastucture', 'start_offset': 223}, {'end_offset': 96, 'id': 51657, 'label': 'malware', 'start_offset': 90}]","[{'from_id': 51657, 'id': 1124, 'to_id': 51656, 'type': 'communicates-with'}]"
3169,"We discovered a new malware that targets online gambling companies in China via a watering hole attack, in which visitors are tricked into downloading a malware loader disguised as a legitimate installer for well-known apps such as Adobe Flash Player or Microsoft Silverlight.","[{'end_offset': 102, 'id': 48286, 'label': 'attack-pattern', 'start_offset': 82}, {'end_offset': 150, 'id': 48287, 'label': 'attack-pattern', 'start_offset': 126}, {'end_offset': 27, 'id': 48291, 'label': 'malware', 'start_offset': 16}, {'end_offset': 75, 'id': 48285, 'label': 'location', 'start_offset': 70}, {'end_offset': 275, 'id': 48289, 'label': 'SOFTWARE', 'start_offset': 254}, {'end_offset': 66, 'id': 48290, 'label': 'identity', 'start_offset': 41}, {'end_offset': 250, 'id': 48288, 'label': 'SOFTWARE', 'start_offset': 232}]","[{'from_id': 48291, 'id': 396, 'to_id': 48290, 'type': 'targets'}, {'from_id': 48290, 'id': 397, 'to_id': 48285, 'type': 'located-at'}, {'from_id': 48291, 'id': 398, 'to_id': 48286, 'type': 'uses'}, {'from_id': 48291, 'id': 399, 'to_id': 48287, 'type': 'uses'}]"
3395,BIOPASS RAT Loader  Backdoor.Win64.BIOPASS.A  69d930050b2445937ec6a4f9887296928bf663f7a71132676be3f112e80fe275  test.exe  ,"[{'end_offset': 11, 'id': 10252, 'label': 'malware', 'start_offset': 0}, {'end_offset': 110, 'id': 10253, 'label': 'hash', 'start_offset': 46}, {'end_offset': 120, 'id': 49056, 'label': 'FILEPATH', 'start_offset': 112}, {'end_offset': 44, 'id': 49055, 'label': 'malware', 'start_offset': 20}]","[{'from_id': 49056, 'id': 616, 'to_id': 10253, 'type': 'duplicate-of'}, {'from_id': 10252, 'id': 617, 'to_id': 49055, 'type': 'duplicate-of'}, {'from_id': 10253, 'id': 619, 'to_id': 49055, 'type': 'indicates'}, {'from_id': 49056, 'id': 618, 'to_id': 49055, 'type': 'indicates'}]"
4591,"According to Shodan, on March 4, there were more than 266,000 Exchange Servers vulnerable to the ProxyLogon vulnerability, a day after the patch was released.","[{'end_offset': 31, 'id': 50465, 'label': 'TIME', 'start_offset': 24}, {'end_offset': 19, 'id': 50464, 'label': 'identity', 'start_offset': 13}, {'end_offset': 78, 'id': 50466, 'label': 'SOFTWARE', 'start_offset': 62}, {'end_offset': 121, 'id': 50467, 'label': 'vulnerability', 'start_offset': 97}]","[{'from_id': 50466, 'id': 976, 'to_id': 50467, 'type': 'has'}]"
13029,"Recently observed COLDRIVER credential phishing domains: Ghostwriter, a Belarusian threat actor, recently introduced a new capability into their credential phishing campaigns.","[{'end_offset': 28, 'id': 48866, 'label': 'campaign', 'start_offset': 18}, {'end_offset': 48, 'id': 48867, 'label': 'attack-pattern', 'start_offset': 28}, {'end_offset': 68, 'id': 48868, 'label': 'threat-actor', 'start_offset': 57}, {'end_offset': 83, 'id': 48869, 'label': 'location', 'start_offset': 72}, {'end_offset': 164, 'id': 48870, 'label': 'attack-pattern', 'start_offset': 145}]","[{'from_id': 48866, 'id': 485, 'to_id': 48867, 'type': 'uses'}]"
3423,BIOPASS RAT Loader  Backdoor.Win64.BIOPASS.A  fa1d70b6b5b1a5e478c7d9d840aae0cc23d80476d9eea884a73d1b7e3926a209  64.exe  BIOPASS RAT Loader  Backdoor.Win64.BIOPASS.A  fa7fbca583b22d92ae6d832d90ee637cc6ac840203cd059c6582298beb955aee  test.exe  BIOPASS RAT Loader  Backdoor.,"[{'end_offset': 11, 'id': 10313, 'label': 'malware', 'start_offset': 0}, {'end_offset': 131, 'id': 10315, 'label': 'malware', 'start_offset': 120}, {'end_offset': 253, 'id': 10317, 'label': 'malware', 'start_offset': 242}, {'end_offset': 110, 'id': 10314, 'label': 'hash', 'start_offset': 46}, {'end_offset': 230, 'id': 10316, 'label': 'hash', 'start_offset': 166}, {'end_offset': 118, 'id': 49115, 'label': 'FILEPATH', 'start_offset': 112}, {'end_offset': 164, 'id': 49116, 'label': 'malware', 'start_offset': 140}, {'end_offset': 240, 'id': 49117, 'label': 'FILEPATH', 'start_offset': 232}, {'end_offset': 44, 'id': 49114, 'label': 'malware', 'start_offset': 20}]","[{'from_id': 10313, 'id': 720, 'to_id': 49114, 'type': 'duplicate-of'}, {'from_id': 10317, 'id': 723, 'to_id': 49116, 'type': 'duplicate-of'}, {'from_id': 10316, 'id': 728, 'to_id': 49116, 'type': 'indicates'}, {'from_id': 49115, 'id': 721, 'to_id': 10314, 'type': 'duplicate-of'}, {'from_id': 49117, 'id': 722, 'to_id': 10316, 'type': 'duplicate-of'}, {'from_id': 10315, 'id': 724, 'to_id': 49116, 'type': 'duplicate-of'}, {'from_id': 10314, 'id': 725, 'to_id': 49114, 'type': 'indicates'}, {'from_id': 49115, 'id': 726, 'to_id': 49114, 'type': 'indicates'}, {'from_id': 49117, 'id': 727, 'to_id': 49116, 'type': 'indicates'}]"
273,"Our Threat Prevention and Web Application and API Security products added coverage for the OctoberCMS vulnerability exploited in the WhisperGate attacks, and we released an XSOAR Playbook to help organizations hunt for this threat.","[{'end_offset': 144, 'id': 906, 'label': 'malware', 'start_offset': 133}, {'end_offset': 152, 'id': 44671, 'label': 'campaign', 'start_offset': 133}, {'end_offset': 178, 'id': 44672, 'label': 'SOFTWARE', 'start_offset': 173}, {'end_offset': 115, 'id': 44670, 'label': 'vulnerability', 'start_offset': 91}]","[{'from_id': 44671, 'id': 10, 'to_id': 44670, 'type': 'delivers'}]"
4264,"Interestingly, one of those keys, “xldbszcd”, was found in a file stealer used by Confucius (472ea4929c5e0fb4e29597311ed90a14c57bc67fbf26f81a3aac042aa3dccb55, Detected as TSPY_CONFSTEAL.A) as well as in two other file stealers.","[{'end_offset': 157, 'id': 50061, 'label': 'hash', 'start_offset': 93}, {'end_offset': 187, 'id': 50062, 'label': 'malware', 'start_offset': 171}, {'end_offset': 91, 'id': 50060, 'label': 'threat-actor', 'start_offset': 82}]","[{'from_id': 50061, 'id': 909, 'to_id': 50062, 'type': 'indicates'}, {'from_id': 50060, 'id': 910, 'to_id': 50062, 'type': 'uses'}]"
3342,"Information from the stolen certificates   2.      While checking the stolen certificates, we found a server-side variant of the Derusbi malware sample (e5fdb754c1a7c36c288c46765c9258bb2c7f38fa2a99188a623182f877da3783) that was signed with the same stolen certificate.","[{'end_offset': 217, 'id': 10119, 'label': 'hash', 'start_offset': 153}, {'end_offset': 144, 'id': 48955, 'label': 'malware', 'start_offset': 129}]","[{'from_id': 10119, 'id': 508, 'to_id': 48955, 'type': 'indicates'}]"
736,"Dubbed OMIGOD, the four vulnerabilities were found to directly affect Azure Cloud Instances.","[{'end_offset': 13, 'id': 46327, 'label': 'vulnerability', 'start_offset': 7}, {'end_offset': 81, 'id': 46328, 'label': 'SOFTWARE', 'start_offset': 70}]","[{'from_id': 46328, 'id': 181, 'to_id': 46327, 'type': 'has'}]"
13474,"As one example, we've seen new activity from “hack-for-hire” firms, many based in India, that have been creating Gmail accounts spoofing the WHO.","[{'end_offset': 66, 'id': 51546, 'label': 'threat-actor', 'start_offset': 45}, {'end_offset': 87, 'id': 51547, 'label': 'location', 'start_offset': 82}, {'end_offset': 144, 'id': 51548, 'label': 'identity', 'start_offset': 141}]","[{'from_id': 51546, 'id': 1102, 'to_id': 51548, 'type': 'targets'}, {'from_id': 51546, 'id': 1103, 'to_id': 51547, 'type': 'located-at'}]"
13663,"In a July email sent to a C-level executive, we learned that the base domain URL is U10450540[.]ct[.]sendgrid[.]net, with the final URL being *getting-panes[.]sfo2*.      Figure 3.","[{'end_offset': 116, 'id': 51748, 'label': 'URL', 'start_offset': 84}, {'end_offset': 164, 'id': 51749, 'label': 'URL', 'start_offset': 142}, {'end_offset': 43, 'id': 51750, 'label': 'identity', 'start_offset': 26}]","[{'from_id': 51750, 'id': 1152, 'to_id': 51748, 'type': 'related-to'}, {'from_id': 51750, 'id': 1153, 'to_id': 51749, 'type': 'related-to'}]"
4815,"Based on our analysis, we believe that the StopWar app was developed by pro-Ukrainian developers and was the inspiration for what Turla actors based their fake CyberAzov DoS app off of.","[{'end_offset': 54, 'id': 50738, 'label': 'SOFTWARE', 'start_offset': 43}, {'end_offset': 177, 'id': 50740, 'label': 'malware', 'start_offset': 155}, {'end_offset': 135, 'id': 50739, 'label': 'threat-actor', 'start_offset': 130}]","[{'from_id': 50740, 'id': 1001, 'to_id': 50738, 'type': 'impersonates'}, {'from_id': 50740, 'id': 1003, 'to_id': 50739, 'type': 'authored-by'}]"
3442, Vulnerable Systems Mitigation Actions Observed in the Wild Conclusion Additional Resources Indicators of Compromise  The F5 product vulnerable to CVE-2022-1388 is BIG-IP with the following versions:  The vulnerability exists within the iControl REST framework used by BIG-IP.,"[{'end_offset': 218, 'id': 49208, 'label': 'vulnerability', 'start_offset': 201}, {'end_offset': 132, 'id': 49209, 'label': 'tools', 'start_offset': 118}, {'end_offset': 160, 'id': 49207, 'label': 'vulnerability', 'start_offset': 146}, {'end_offset': 260, 'id': 49210, 'label': 'tools', 'start_offset': 237}]","[{'from_id': 49208, 'id': 755, 'to_id': 49207, 'type': 'duplicate-of'}, {'from_id': 49209, 'id': 756, 'to_id': 49207, 'type': 'has'}, {'from_id': 49210, 'id': 757, 'to_id': 49208, 'type': 'has'}]"
4629,"In December 2021, TAG discovered a novel Charming Kitten tool, named HYPERSCRAPE, used to steal user data from Gmail, Yahoo!, and Microsoft Outlook accounts.","[{'end_offset': 21, 'id': 50543, 'label': 'identity', 'start_offset': 18}, {'end_offset': 56, 'id': 50544, 'label': 'threat-actor', 'start_offset': 41}, {'end_offset': 80, 'id': 50545, 'label': 'malware', 'start_offset': 69}, {'end_offset': 116, 'id': 50546, 'label': 'SOFTWARE', 'start_offset': 111}, {'end_offset': 16, 'id': 50542, 'label': 'TIME', 'start_offset': 3}, {'end_offset': 124, 'id': 50547, 'label': 'SOFTWARE', 'start_offset': 118}, {'end_offset': 147, 'id': 50548, 'label': 'SOFTWARE', 'start_offset': 130}]","[{'from_id': 50545, 'id': 982, 'to_id': 50544, 'type': 'authored-by'}]"
1360,"To determine how this vulnerability was exploited, we analyzed the patch that developers added to OctoberCMS version 1.0.472 to mitigate the CVE-2021-32648 vulnerability.","[{'end_offset': 155, 'id': 46690, 'label': 'vulnerability', 'start_offset': 141}, {'end_offset': 108, 'id': 46692, 'label': 'SOFTWARE', 'start_offset': 98}]","[{'from_id': 46692, 'id': 212, 'to_id': 46690, 'type': 'has'}]"
2749, Vulnerability Details  CVE-2014-6271 exists in all versions of Bash and is related to how environment variables are processed when the shell starts up.,"[{'end_offset': 37, 'id': 47993, 'label': 'vulnerability', 'start_offset': 24}, {'end_offset': 68, 'id': 47994, 'label': 'tools', 'start_offset': 64}]","[{'from_id': 47994, 'id': 369, 'to_id': 47993, 'type': 'has'}]"
914," It’s also interesting to note that each time PClock2 scans a directory or encrypts a file, it makes an HTTP POST request to the C2 server.","[{'end_offset': 138, 'id': 46436, 'label': 'Infrastucture', 'start_offset': 129}, {'end_offset': 53, 'id': 46435, 'label': 'malware', 'start_offset': 46}]","[{'from_id': 46435, 'id': 189, 'to_id': 46436, 'type': 'beacons-to'}]"
5017,"Here is a deeper look at the campaign activity TAG has observed and the actions the team has taken to protect our users over the past few weeks: APT28 or Fancy Bear, a threat actor attributed to Russia GRU, was observed targeting users in Ukraine with a new variant of malware.","[{'end_offset': 246, 'id': 51078, 'label': 'location', 'start_offset': 239}, {'end_offset': 50, 'id': 51074, 'label': 'identity', 'start_offset': 47}, {'end_offset': 150, 'id': 51075, 'label': 'threat-actor', 'start_offset': 145}, {'end_offset': 164, 'id': 51076, 'label': 'threat-actor', 'start_offset': 154}, {'end_offset': 205, 'id': 51077, 'label': 'identity', 'start_offset': 195}]","[{'from_id': 51076, 'id': 1035, 'to_id': 51075, 'type': 'duplicate-of'}, {'from_id': 51075, 'id': 1036, 'to_id': 51077, 'type': 'attributed-to'}, {'from_id': 51075, 'id': 1037, 'to_id': 51078, 'type': 'targets'}]"
3754,The exploits involving Enemybot eventually download Enemybot samples that themselves embed CVE-2022-22954 exploits for further exploitation and propagation.,"[{'end_offset': 31, 'id': 11380, 'label': 'malware', 'start_offset': 23}, {'end_offset': 105, 'id': 49586, 'label': 'vulnerability', 'start_offset': 91}, {'end_offset': 60, 'id': 49585, 'label': 'malware', 'start_offset': 52}]","[{'from_id': 49585, 'id': 837, 'to_id': 49586, 'type': 'exploits'}, {'from_id': 11380, 'id': 838, 'to_id': 49585, 'type': 'downloads'}]"
5284,"Our data also shows that although Cyclops Blink is a state-sponsored botnet, its C&C servers and bots affect WatchGuard Firebox and Asus devices that do not belong to critical organizations, or those that have an evident value on economic, political, or military espionage.","[{'end_offset': 47, 'id': 51332, 'label': 'malware', 'start_offset': 34}, {'end_offset': 127, 'id': 51334, 'label': 'SOFTWARE', 'start_offset': 109}, {'end_offset': 144, 'id': 51335, 'label': 'SOFTWARE', 'start_offset': 132}]","[{'from_id': 51332, 'id': 1080, 'to_id': 51334, 'type': 'targets'}, {'from_id': 51332, 'id': 1081, 'to_id': 51335, 'type': 'targets'}]"
